logT PP1 PP2 PP3 CNO
4.029002900290029 0.999978406848251 1.7221994945227084e-05 4.371156803806753e-06 2.9073696819820713e-54
4.029502950295029 0.9999781989900961 1.7387775843395342e-05 4.4132340604355035e-06 3.0640499411638605e-54
4.03000300030003 0.9999779892120361 1.755508799556426e-05 4.455699968400214e-06 3.22966910514029e-54
4.030503050305031 0.9999777774971162 1.772394492403481e-05 4.49855795982928e-06 3.403946162067945e-54
4.031003100310031 0.9999775638282397 1.789436026476168e-05 4.5418114956978266e-06 3.586512059086109e-54
4.031503150315031 0.9999773481881657 1.8066347768279783e-05 4.585464066062867e-06 3.7798027443316047e-54
4.032003200320032 0.9999771305595092 1.8239921300588925e-05 4.629519190287843e-06 3.982834601147084e-54
4.032503250325033 0.9999769109247387 1.841509484409838e-05 4.673980417282366e-06 4.196762288419418e-54
4.033003300330033 0.9999766892661758 1.859188249853726e-05 4.71885132573329e-06 4.4222978452310753e-54
4.0335033503350335 0.9999764655659938 1.877029848188631e-05 4.764135524341199e-06 4.6599659137448074e-54
4.034003400340034 0.9999762398062166 1.895035713132057e-05 4.809836652059678e-06 4.9099944375769025e-54
4.034503450345034 0.9999760119687175 1.9132072904157384e-05 4.855958378335923e-06 5.1734695518691753e-54
4.035003500350035 0.999975782035218 1.9315460378796104e-05 4.902504403349254e-06 5.450850174940951e-54
4.035503550355036 0.9999755499872862 1.950053425569512e-05 4.94947845825909e-06 5.743177964871474e-54
4.036003600360036 0.9999753158063364 1.9687309358323538e-05 4.996884305446507e-06 6.050955253983459e-54
4.036503650365036 0.9999750794736272 1.9875800634155408e-05 5.044725738766579e-06 6.375077486881539e-54
4.037003700370037 0.9999748409702606 2.006602315561966e-05 5.093006583789483e-06 6.716441356065569e-54
4.037503750375038 0.9999746002771808 2.0257992121127134e-05 5.141730698061175e-06 7.07596677368823e-54
4.038003800380038 0.9999743573751726 2.0451722856032638e-05 5.190901971347569e-06 7.454584182409921e-54
4.038503850385038 0.9999741122448604 2.064723081365882e-05 5.240524325894415e-06 7.853287688911155e-54
4.039003900390039 0.9999738648667071 2.084453157629313e-05 5.290601716680332e-06 8.273165240528853e-54
4.03950395039504 0.9999736152210121 2.1043640856229752e-05 5.341138131681269e-06 8.715323087442583e-54
4.04000400040004 0.9999733632879112 2.1244574496760065e-05 5.3921375921218935e-06 9.180900402763915e-54
4.0405040504050405 0.9999731090473739 2.144734847324417e-05 5.44360415274756e-06 9.671186723311365e-54
4.041004100410041 0.9999728524792038 2.1651978894116194e-05 5.495541902079467e-06 1.018744187692076e-53
4.041504150415041 0.9999725935630353 2.1858482001964417e-05 5.547954962688811e-06 1.0731038868994674e-53
4.042004200420042 0.999972332278334 2.2066874174571206e-05 5.600847491460728e-06 1.130340820075806e-53
4.042504250425043 0.9999720686043942 2.2277171925977246e-05 5.654223679864414e-06 1.1906078638553665e-53
4.043004300430043 0.9999718025203382 2.248939190755376e-05 5.708087754225267e-06 1.2540632945257664e-53
4.043504350435043 0.999971534005115 2.27035509090981e-05 5.762443976002955e-06 1.3208740897370213e-53
4.044004400440044 0.9999712630374981 2.2919665859893754e-05 5.817296642060472e-06 1.3912167534141487e-53
4.044504450445045 0.9999709895960852 2.3137753829837618e-05 5.872650084950242e-06 1.465276192347865e-53
4.045004500450045 0.9999707136592962 2.335783203052098e-05 5.92850867318849e-06 1.5432471696018563e-53
4.045504550455045 0.9999704352053722 2.357991781635236e-05 5.984876811540233e-06 1.625334942135103e-53
4.046004600460046 0.999970154212373 2.3804028685678308e-05 6.041758941303758e-06 1.7117551638256767e-53
4.046504650465047 0.9999698706581774 2.403018228190973e-05 6.099159540596486e-06 1.8027345109523988e-53
4.047004700470047 0.9999695845204806 2.4258396394656198e-05 6.1570831246428794e-06 1.8985117007728154e-53
4.047504750475047 0.9999692957767929 2.448868896088272e-05 6.215534246068052e-06 1.999337633326078e-53
4.048004800480048 0.9999690044044387 2.4721078066044334e-05 6.274517495185733e-06 2.1054763666479537e-53
4.048504850485049 0.9999687103805543 2.4955581945276406e-05 6.33403750030038e-06 2.21720575598908e-53
4.049004900490049 0.9999684136820874 2.519221898453792e-05 6.394098927997367e-06 2.3348177888613855e-53
4.0495049504950495 0.9999681142857948 2.5431007721807762e-05 6.454706483446614e-06 2.45861983284262e-53
4.05000500050005 0.999967812168241 2.5671966848261743e-05 6.515864910701324e-06 2.588935070166675e-53
4.05050505050505 0.9999675073057976 2.591511520948976e-05 6.57757899300692e-06 2.726103385888554e-53
4.051005100510051 0.9999671996746403 2.6160471806672575e-05 6.639853553099726e-06 2.8704823757981557e-53
4.051505150515052 0.9999668892507487 2.6408055797825817e-05 6.702693453522705e-06 3.0224480500709766e-53
4.052005200520052 0.9999665760099041 2.6657886498999702e-05 6.7661035969299696e-06 3.1823959044328895e-53
4.052505250525052 0.9999662599276882 2.6909983385523514e-05 6.830088926402642e-06 3.350741871152714e-53
4.053005300530053 0.9999659409794809 2.716436609324695e-05 6.894654425763927e-06 3.5279234074876107e-53
4.053505350535054 0.9999656191404602 2.7421054419791062e-05 6.9598051198966075e-06 3.7144005399915013e-53
4.054005400540054 0.999965294385599 2.768006832580148e-05 7.025546075061141e-06 3.9106570816427595e-53
4.054505450545054 0.9999649666896645 2.794142793622373e-05 7.0918823992193434e-06 4.117201801480641e-53
4.055005500550055 0.999964636027216 2.8205153541574866e-05 7.158819242357143e-06 4.334569737020712e-53
4.055505550555056 0.9999643023726039 2.8471265599240615e-05 7.226361796813824e-06 4.563323520139678e-53
4.056005600560056 0.9999639656999677 2.873978473476593e-05 7.294515297609563e-06 4.804054794267094e-53
4.0565056505650565 0.9999636259832341 2.9010731743161203e-05 7.363285022776991e-06 5.057385699345458e-53
4.057005700570057 0.9999632831961162 2.9284127590218125e-05 7.432676293695148e-06 5.323970428821647e-53
4.057505750575057 0.9999629373121106 2.9559993413838467e-05 7.50269447542676e-06 5.604496865378264e-53
4.058005800580058 0.9999625883044976 2.9838350525362264e-05 7.573344977055344e-06 5.8996883087261495e-53
4.058505850585059 0.999962236146337 3.0119220410929716e-05 7.644633252030879e-06 6.210305275582384e-53
4.059005900590059 0.9999618808104687 3.0402624732801567e-05 7.716564798504925e-06 6.5371474043592345e-53
4.059505950595059 0.9999615222695094 3.068858533077497e-05 7.789145159689998e-06 6.881055448902631e-53
4.06000600060006 0.9999611604958523 3.0977124223492067e-05 7.862379924191698e-06 7.2429133759857895e-53
4.060506050605061 0.9999607954616637 3.126826360989744e-05 7.936274726378634e-06 7.623650569299054e-53
4.061006100610061 0.9999604271388828 3.156202587055505e-05 8.010835246716671e-06 8.024244139731647e-53
4.061506150615061 0.9999600554992186 3.185843356913768e-05 8.086067212146973e-06 8.445721360624576e-53
4.062006200620062 0.9999596805141499 3.21575094537524e-05 8.161976396422427e-06 8.889162218898483e-53
4.062506250625063 0.999959302154921 3.2459276458448015e-05 8.238568620490242e-06 9.355702098360839e-53
4.063006300630063 0.9999589203925426 3.276375770458502e-05 8.315849752839675e-06 9.84653459823553e-53
4.0635063506350635 0.9999585351977879 3.307097650230994e-05 8.39382570987622e-06 1.0362914493171027e-52
4.064006400640064 0.9999581465411916 3.3380956352030414e-05 8.472502456296015e-06 1.0906160842780392e-52
4.064506450645064 0.9999577543930487 3.369372094583658e-05 8.551886005446607e-06 1.1477660257497788e-52
4.065006500650065 0.9999573587234113 3.400929416901583e-05 8.631982419711409e-06 1.2078870330217432e-52
4.065506550655066 0.9999569595020876 3.432770010152941e-05 8.712797810884477e-06 1.2711323238974009e-52
4.066006600660066 0.99995655669864 3.464896301949132e-05 8.79433834054589e-06 1.3376629532527756e-52
4.066506650665066 0.9999561502823829 3.4973107396708604e-05 8.876610220452679e-06 1.4076482105718395e-52
4.067006700670067 0.9999557402223808 3.530015790618207e-05 8.959619712919729e-06 1.4812660374685723e-52
4.067506750675068 0.9999553264874472 3.5630139421645415e-05 9.043373131210437e-06 1.5587034662463844e-52
4.068006800680068 0.999954909046141 3.596307701910301e-05 9.127876839927016e-06 1.6401570804577027e-52
4.068506850685068 0.9999544878667662 3.629899597838338e-05 9.213137255404782e-06 1.72583349863304e-52
4.069006900690069 0.9999540629173691 3.663792178471585e-05 9.29916084611234e-06 1.8159498822758393e-52
4.06950695069507 0.9999536341657366 3.697988013027732e-05 9.385954133044165e-06 1.910734469373641e-52
4.07000700070007 0.999953201579394 3.7324896915812275e-05 9.473523690131779e-06 2.010427134675693e-52
4.0705070507050705 0.9999527651256032 3.7672998252206016e-05 9.561876144643063e-06 2.1152799780667268e-52
4.071007100710071 0.9999523247713602 3.802421046211586e-05 9.651018177596272e-06 2.2255579424432336e-52
4.071507150715071 0.9999518804833943 3.8378560081566585e-05 9.740956524164979e-06 2.341539462555628e-52
4.072007200720072 0.9999514322281642 3.873607386160934e-05 9.83169797409913e-06 2.463517146349617e-52
4.072507250725073 0.9999509799718579 3.909677876995331e-05 9.923249372139183e-06 2.5917984904298128e-52
4.073007300730073 0.999950523680389 3.946070199261334e-05 1.0015617618434278e-05 2.7267066313300737e-52
4.073507350735073 0.9999500633193954 3.982787093561372e-05 1.0108809668974713e-05 2.8685811343758482e-52
4.074007400740074 0.9999495988542373 4.019831322660576e-05 1.020283253600246e-05 3.017778821997789e-52
4.074507450745075 0.999949130249995 4.057205671663677e-05 1.0297693288460191e-05 3.174674643453846e-52
4.0750075007500755 0.9999486574714659 4.0949129481790684e-05 1.039339905240768e-05 3.339662588014107e-52
4.075507550755075 0.9999481804831635 4.1329559824931994e-05 1.0489957011464422e-05 3.513156643758182e-52
4.076007600760076 0.9999476992493153 4.171337627745332e-05 1.0587374407253207e-05 3.695591804250508e-52
4.076507650765077 0.9999472137338592 4.210060760095553e-05 1.0685658539826528e-05 3.887425125451309e-52
4.077007700770077 0.9999467239004428 4.2491282789076386e-05 1.0784816768130748e-05 4.089136835364134e-52
4.077507750775077 0.9999462297124203 4.288543106920485e-05 1.088485651044119e-05 4.301231499016273e-52
4.078007800780078 0.9999457311328508 4.328308190427837e-05 1.0985785244818317e-05 4.524239241514232e-52
4.078507850785079 0.9999452281244958 4.368426499456442e-05 1.1087610509559911e-05 4.7587170320408256e-52
4.079007900790079 0.999944720649817 4.408901027948423e-05 1.1190339903663946e-05 5.005250031806659e-52
4.0795079507950796 0.9999442086709733 4.449734793940976e-05 1.1293981087284699e-05 5.264453009112176e-52
4.08000800080008 0.9999436921498203 4.490930839750344e-05 1.1398541782199699e-05 5.536971824835968e-52
4.08050805080508 0.999943171047906 4.532492232155067e-05 1.1504029772274818e-05 5.823484991816695e-52
4.081008100810081 0.9999426453264703 4.574422062583089e-05 1.1610452903939194e-05 6.124705311785279e-52
4.081508150815082 0.9999421149464405 4.616723447298678e-05 1.1717819086659645e-05 6.441381593653775e-52
4.082008200820082 0.9999415798684307 4.659399527586453e-05 1.1826136293407761e-05 6.7743004571847e-52
4.082508250825082 0.9999410400527393 4.702453469947213e-05 1.1935412561156919e-05 7.12428822624162e-52
4.083008300830083 0.9999404954593458 4.745888466286773e-05 1.2045655991361624e-05 7.492212916026032e-52
4.083508350835084 0.9999399460479085 4.78970773410393e-05 1.215687475043453e-05 7.878986318935511e-52
4.084008400840084 0.9999393917777629 4.833914516689944e-05 1.2269077070252775e-05 8.285566193881048e-52
4.084508450845084 0.999938832607918 4.8785120833213946e-05 1.238227124864749e-05 8.712958564177286e-52
4.085008500850085 0.9999382684970556 4.923503729454893e-05 1.2496465649897976e-05 9.162220129301135e-52
4.085508550855086 0.9999376994035255 4.9688927769258855e-05 1.26116687052363e-05 9.634460796162583e-52
4.086008600860086 0.9999371252853452 5.0146825741489085e-05 1.2727888913355577e-05 1.0130846335712774e-51
4.0865086508650865 0.999936546100196 5.060876496318185e-05 1.2845134840919109e-05 1.0652601171075897e-51
4.087008700870087 0.9999359618054208 5.107477945606708e-05 1.2963415123065652e-05 1.1201011303638256e-51
4.087508750875087 0.9999353723580223 5.154490351371294e-05 1.3082738463929918e-05 1.1777427383867337e-51
4.088008800880088 0.9999347777146593 5.201917170361525e-05 1.3203113637172846e-05 1.2383267933973636e-51
4.088508850885089 0.9999341778316444 5.249761886917817e-05 1.332454948648437e-05 1.3020022729817834e-51
4.089008900890089 0.999933572664942 5.2980280131861546e-05 1.3447054926128404e-05 1.3689256349923649e-51
4.089508950895089 0.9999329621701653 5.34671908932191e-05 1.3570638941460188e-05 1.4392611899709126e-51
4.09000900090009 0.9999323463025734 5.39583868370589e-05 1.3695310589474616e-05 1.5131814919583726e-51
4.090509050905091 0.9999317250170692 5.445390393152842e-05 1.3821078999335477e-05 1.5908677485857506e-51
4.091009100910091 0.9999310982681957 5.495377843125665e-05 1.3947953372919129e-05 1.6725102513915565e-51
4.091509150915091 0.9999304660101351 5.545804687950485e-05 1.4075942985360405e-05 1.758308827354026e-51
4.092009200920092 0.999929828196704 5.596674611034533e-05 1.420505718560559e-05 1.8484733126756868e-51
4.092509250925093 0.9999291847813521 5.647991325082408e-05 1.4335305396961349e-05 1.9432240499064095e-51
4.093009300930093 0.9999285357171591 5.69975857231632e-05 1.4466697117653717e-05 2.0427924095444364e-51
4.0935093509350935 0.9999278809568316 5.751980124698596e-05 1.4599241921392841e-05 2.1474213373112733e-51
4.094009400940094 0.9999272204527007 5.804659784153807e-05 1.4732949457936792e-05 2.2573659283519896e-51
4.094509450945094 0.9999265541567185 5.857801382790417e-05 1.4867829453654105e-05 2.372894029675825e-51
4.095009500950095 0.9999258820204565 5.9114087831326085e-05 1.5003891712112209e-05 2.4942868722114208e-51
4.095509550955096 0.9999252039951019 5.965485878340443e-05 1.5141146114636201e-05 2.621839733917838e-51
4.096009600960096 0.9999245200314547 6.020036592444188e-05 1.52796026209036e-05 2.7558626354760924e-51
4.096509650965096 0.9999238300799248 6.075064880573661e-05 1.5419271269526477e-05 2.896681070127605e-51
4.097009700970097 0.9999231340905295 6.130574729189794e-05 1.556016217863915e-05 3.044636769340768e-51
4.097509750975098 0.9999224320128902 6.186570156317067e-05 1.5702285546488174e-05 3.200088506036813e-51
4.098009800980098 0.9999217237962302 6.243055211783205e-05 1.5845651652040676e-05 3.363412937204124e-51
4.098509850985098 0.9999210093893698 6.300033977453503e-05 1.5990270855579147e-05 3.535005487821331e-51
4.099009900990099 0.999920288740726 6.35751056746821e-05 1.6136153599303926e-05 3.7152812780827816e-51
4.0995099509951 0.9999195617983071 6.415489128487228e-05 1.628331040795427e-05 3.90467609605014e-51
4.1000100010001 0.9999188285097114 6.473973839927207e-05 1.6431751889410165e-05 4.103647417912387e-51
4.1005100510051005 0.9999180888221226 6.532968914209671e-05 1.658148873532205e-05 4.312675478182874e-51
4.101010101010101 0.9999173426823084 6.592478597003595e-05 1.673253172172656e-05 4.532264392247389e-51
4.101510151015101 0.9999165900366156 6.65250716747407e-05 1.688489170967763e-05 4.7629433338005806e-51
4.102010201020102 0.9999158308309689 6.713058938531218e-05 1.7038579645878274e-05 5.0052677698371374e-51
4.102510251025103 0.999915065010866 6.774138257079296e-05 1.71936065633129e-05 5.25982075598194e-51
4.103010301030103 0.9999142925213755 6.835749504272153e-05 1.7349983581895584e-05 5.527214295078528e-51
4.103510351035103 0.9999135133071332 6.897897095763462e-05 1.7507721909105306e-05 5.808090762108186e-51
4.104010401040104 0.9999127273123397 6.960585481964121e-05 1.7666832840639176e-05 6.103124398637629e-51
4.104510451045105 0.999911934480756 7.023819148303891e-05 1.7827327761076567e-05 6.413022880165929e-51
4.105010501050105 0.9999111347557006 7.087602615484477e-05 1.7989218144521412e-05 6.738528959889212e-51
4.105510551055105 0.9999103280800473 7.151940439743124e-05 1.815251555527129e-05 7.080422192588123e-51
4.106010601060106 0.9999095143962203 7.216837213116406e-05 1.831723164848693e-05 7.439520742491704e-51
4.106510651065107 0.9999086936461921 7.282297563705905e-05 1.8483378170866535e-05 7.816683279186904e-51
4.107010701070107 0.9999078657714793 7.348326155942414e-05 1.8650966961316383e-05 8.212810965815091e-51
4.107510751075107 0.9999070307131398 7.414927690857819e-05 1.8820009951640877e-05 8.628849544013984e-51
4.108010801080108 0.9999061884117693 7.482106906348636e-05 1.8990519167211435e-05 9.065791520272904e-51
4.108510851085109 0.9999053388074978 7.54986857745926e-05 1.916250672768544e-05 9.524678458571133e-51
4.109010901090109 0.9999044818399859 7.61821751664329e-05 1.9335984847669468e-05 1.0006603384451492e-50
4.1095109510951096 0.9999036174484222 7.687158574049733e-05 1.9510965837445755e-05 1.051271330588181e-50
4.11001100110011 0.9999027455715183 7.756696637798365e-05 1.968746210367107e-05 1.1044211856508506e-50
4.11051105110511 0.9999018661475074 7.826836634253368e-05 1.9865486150071236e-05 1.1602362067228088e-50
4.111011101110111 0.9999009791141387 7.897583528314652e-05 2.004505057818059e-05 1.2188489272241382e-50
4.111511151115112 0.999900084408675 7.968942323693587e-05 2.022616808804174e-05 1.2803984156017963e-50
4.112011201120112 0.999899181967889 8.040918063202976e-05 2.040885147894163e-05 1.3450305948010466e-50
4.112511251125112 0.9998982717280595 8.113515829042813e-05 2.0593113650136798e-05 1.4128985772163733e-50
4.113011301130113 0.9998973536249676 8.186740743089744e-05 2.077896760158806e-05 1.484163015867872e-50
4.113511351135114 0.9998964275938933 8.2605979671914e-05 2.0966426434707565e-05 1.558992472582149e-50
4.114011401140114 0.9998954935696125 8.335092703454217e-05 2.1155503353089336e-05 1.6375638039911035e-50
4.114511451145114 0.9998945514863913 8.410230194546477e-05 2.1346211663278415e-05 1.720062566210131e-50
4.115011501150115 0.9998936012779847 8.486015723987291e-05 2.1538564775504314e-05 1.8066834390797709e-50
4.115511551155116 0.999892642877631 8.562454616452767e-05 2.1732576204458145e-05 1.897630670922628e-50
4.116011601160116 0.9998916762180493 8.639552238072781e-05 2.1928259570045844e-05 1.9931185447860877e-50
4.1165116511651165 0.9998907012314343 8.71731399674144e-05 2.2125628598176172e-05 2.093371867208802e-50
4.117011701170117 0.9998897178494544 8.795745342415988e-05 2.2324697121519363e-05 2.198626480581884e-50
4.117511751175117 0.9998887260032455 8.874851767425486e-05 2.252547908029059e-05 2.3091298002398317e-50
4.118011801180118 0.9998877256234091 8.95463880678371e-05 2.2727988523044177e-05 2.42514137746208e-50
4.118511851185119 0.9998867166400076 9.035112038502206e-05 2.2932239607468113e-05 2.5469334896203665e-50
4.119011901190119 0.9998856989825597 9.116277083899358e-05 2.3138246601168557e-05 2.6747917587780167e-50
4.119511951195119 0.9998846725800383 9.198139607915493e-05 2.3346023882469583e-05 2.8090158000864334e-50
4.12001200120012 0.9998836373608644 9.280705319442698e-05 2.35555859412503e-05 2.9499199014198704e-50
4.120512051205121 0.999882593252904 9.363979971632978e-05 2.376694737972701e-05 3.09783373572367e-50
4.121012101210121 0.9998815401834645 9.44796936222723e-05 2.398012291328817e-05 3.2531031076418676e-50
4.121512151215121 0.9998804780792899 9.532679333876972e-05 2.4195127371311e-05 3.4160907360657033e-50
4.122012201220122 0.9998794068665573 9.618115774473605e-05 2.441197569799717e-05 3.587177074306405e-50
4.122512251225123 0.9998783264708719 9.704284617481115e-05 2.4630682953217223e-05 3.766761169687716e-50
4.123012301230123 0.9998772368172641 9.791191842255516e-05 2.4851264313321423e-05 3.955261564439282e-50
4.1235123512351235 0.999876137830184 9.878843474397467e-05 2.5073735072034686e-05 4.1531172398572183e-50
4.124012401240124 0.9998750294334982 9.967245586068377e-05 2.5298110641258895e-05 4.360788605780849e-50
4.124512451245124 0.9998739115504846 0.00010056404296346617 2.5524406551977045e-05 4.578758537559252e-50
4.125012501250125 0.9998727841038294 0.00010146325771552445 2.5752638455077933e-05 4.807533462754966e-50
4.125512551255126 0.9998716470156217 0.00010237016225603358 2.5982822122258044e-05 5.04764449993864e-50
4.126012601260126 0.9998705002073497 0.000103284819203537 2.621497344688357e-05 5.299648652083505e-50
4.126512651265126 0.9998693435998958 0.00010420729165937509 2.6449108444860595e-05 5.564130057110539e-50
4.127012701270127 0.9998681771135329 0.00010513764321132542 2.6685243255558986e-05 5.841701298333377e-50
4.127512751275128 0.9998670006679203 0.0001060759379369843 2.6923394142670734e-05 6.133004777619085e-50
4.128012801280128 0.9998658141820975 0.00010702224040736018 2.7163577495121955e-05 6.438714154262593e-50
4.128512851285128 0.9998646175744815 0.0001079766156904924 2.7405809827991415e-05 6.759535852671996e-50
4.129012901290129 0.9998634107628616 0.0001089391293549483 2.7650107783398107e-05 7.09621064213652e-50
4.12951295129513 0.999862193664395 0.00010990984747355223 2.7896488131447736e-05 7.449515292093428e-50
4.13001300130013 0.9998609661956018 0.00011088883662695474 2.8144967771138628e-05 7.820264306456863e-50
4.1305130513051305 0.9998597282723615 0.00011187616390729893 2.8395563731292287e-05 8.209311740770262e-50
4.131013101310131 0.9998584798099064 0.00011287189692197582 2.8648293171506532e-05 8.617553106087964e-50
4.131513151315131 0.9998572207228197 0.00011387610379723955 2.8903173383073145e-05 9.04592736368912e-50
4.132013201320132 0.999855950925028 0.00011488885318206356 2.9160221789956547e-05 9.495419014928375e-50
4.132513251325133 0.9998546703297985 0.00011591021425180424 2.941945594972371e-05 9.967060290704892e-50
4.133013301330133 0.9998533788497332 0.00011694025671208397 2.9680893554529726e-05 1.0461933445272239e-49
4.133513351335133 0.9998520763967653 0.0001179790508025297 2.994455243206671e-05 1.0981173159296656e-49
4.134013401340134 0.9998507628821528 0.00011902666730066796 3.0210450546552358e-05 1.152596905735093e-49
4.134513451345135 0.9998494382164747 0.00012008317752575363 3.04786059997018e-05 1.2097568345195885e-49
4.1350135013501355 0.9998481023096256 0.00012114865334271797 3.0749037031729584e-05 1.2697278572557746e-49
4.135513551355135 0.9998467550708117 0.00012222316716602026 3.102176202232738e-05 1.3326470527271594e-49
4.136013601360136 0.9998453964085445 0.00012330679196367764 3.129679949168667e-05 1.3986581266988914e-49
4.136513651365137 0.9998440262306374 0.00012439960126113973 3.157416810148228e-05 1.4679117294956685e-49
4.137013701370137 0.9998426444441988 0.0001255016691453432 3.185388665590144e-05 1.5405657886629825e-49
4.137513751375137 0.9998412509556286 0.00012661307026878062 3.2135974102676494e-05 1.6167858574198508e-49
4.138013801380138 0.9998398456706126 0.00012773387985346796 3.242044953409192e-05 1.6967454796507178e-49
